"gid" "Title" "Platform" "Metascore" "Avg_Userscore" "Single_player" "Action" "General" "First-Person" "Shooter" "Traditional" "Role-Playing" "Adventure" "Arcade" "Sci-Fi" "Fantasy" "Open-World" "Strategy" "Miscellaneous" "Historic" "2D" "Tactical" "Third-Person" "Real-Time" "Sports" "Racing" "Platformer" "Modern" "Action Adventure" "Team"
"1502" 1502 "Ys VIII: Lacrimosa of DANA" "PlayStation4" 9 58 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1503" 1503 "Machinarium" "PC" 9 62 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1504" 1504 "Frozen Synapse" "PC" 9 52 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
"1505" 1505 "Champions of Norrath" "PlayStation2" 9 57 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1506" 1506 "F1 2016" "XboxOne" 9 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1507" 1507 "Valkyria Chronicles" "PC" 9 57 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
"1508" 1508 "Freelancer" "PC" 9 64 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1509" 1509 "Guitar Hero 5" "Xbox360" 9 43 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1510" 1510 "Zenzizenzic" "PC" 9 36 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1511" 1511 "NBA Jam: On Fire Edition" "Xbox360" 9 48 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1512" 1512 "Galactic Civilizations III: Crusade" "PC" 9 42 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1513" 1513 "The Wolf Among Us: Episode 1 - Faith" "PC" 9 64 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1514" 1514 "Final Fantasy IV Advance" "GameBoyAdvance" 9 49 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1515" 1515 "Final Fantasy XV: Windows Edition" "PC" 9 47 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1516" 1516 "SteamWorld Dig 2" "PC" 9 59 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0
"1517" 1517 "Super Stardust HD" "PlayStation3" 9 59 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1518" 1518 "Sine Mora" "PlayStationVita" 9 47 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1519" 1519 "Super Paper Mario" "Wii" 9 55 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1520" 1520 "Mega Man Legacy Collection" "PC" 9 50 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1521" 1521 "Star Wars: Rogue Squadron" "Nintendo64" 9 61 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1522" 1522 "Warhammer 40,000: Dawn of War II - Chaos Rising" "PC" 9 62 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"1523" 1523 "Far Cry 2" "PC" 9 33 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1524" 1524 "Professor Layton and the Curious Village" "DS" 9 60 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1525" 1525 "The Walking Dead: Episode 3 - Long Road Ahead" "PC" 9 59 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1526" 1526 "AudioSurf" "PC" 9 63 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1527" 1527 "Thumper" "PC" 9 52 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1528" 1528 "Yakuza 0" "PlayStation4" 9 64 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"1529" 1529 "Super Mario 64 DS" "DS" 9 57 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1530" 1530 "Dead Rising" "Xbox360" 9 51 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"1531" 1531 "MLB The Show 17" "PlayStation4" 9 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1532" 1532 "BattleBlock Theater" "PC" 9 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1533" 1533 "Dragon Ball FighterZ" "PC" 9 51 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1534" 1534 "Star Wars: Knights of the Old Republic II - The Sith Lords" "PC" 9 59 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1535" 1535 "Destiny 2" "PlayStation4" 9 24 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1536" 1536 "Mario Kart 7" "3DS" 9 58 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1537" 1537 "Prince of Persia: The Two Thrones" "Xbox" 9 59 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1538" 1538 "Halo: The Master Chief Collection" "XboxOne" 9 49 0 1 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1539" 1539 "Batman: The Enemy Within - Episode 5: Same Stitch" "PC" 9 54 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1540" 1540 "NCAA Football 11" "PlayStation3" 9 50 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1541" 1541 "MVP Baseball 2005" "PC" 9 57 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1542" 1542 "Phantasy Star Online Episode I & II" "GameCube" 9 58 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1543" 1543 "Assault Android Cactus" "PlayStation4" 9 42 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1544" 1544 "Persona 4 Arena Ultimax" "Xbox360" 9 49 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1545" 1545 "Darksiders II" "WiiU" 9 57 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0
"1546" 1546 "Guitar Hero: Metallica" "Wii" 9 61 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1547" 1547 "Fire Emblem: Path of Radiance" "GameCube" 9 64 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1548" 1548 "Final Fantasy XI" "PlayStation2" 9 44 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1549" 1549 "Full Metal Furies" "PC" 9 48 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1550" 1550 "Super Mega Baseball" "PlayStation4" 9 48 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1551" 1551 "NASCAR Thunder 2004" "Xbox" 9 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1552" 1552 "DDRMAX: Dance Dance Revolution" "PlayStation2" 9 63 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1553" 1553 "NASCAR Thunder 2002" "PlayStation2" 9 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1554" 1554 "NHL 2001" "PlayStation2" 9 57 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1555" 1555 "F355 Challenge" "Dreamcast" 9 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1556" 1556 "The Elder Scrolls III: Bloodmoon" "PC" 9 58 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1557" 1557 "Boom Blox" "Wii" 9 61 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1558" 1558 "Madden NFL 08" "Xbox360" 9 40 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1559" 1559 "Pro Evolution Soccer 2016" "XboxOne" 9 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1560" 1560 "Far Cry 2" "PlayStation3" 9 39 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1561" 1561 "Rogue Legacy" "PC" 9 54 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1562" 1562 "BattleBlock Theater" "Xbox360" 9 54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1563" 1563 "Shantae: Half-Genie Hero - Ultimate Edition" "Switch" 8 51 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1564" 1564 "Castlevania: Lords of Shadow" "PlayStation3" 9 55 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1565" 1565 "Pokemon Diamond Version" "DS" 9 55 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1566" 1566 "Virtua Fighter 5" "PlayStation3" 9 48 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1567" 1567 "Ikaruga" "GameCube" 9 60 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1568" 1568 "Thief: Deadly Shadows" "PC" 9 58 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1569" 1569 "Borderlands: The Secret Armory of General Knoxx" "Xbox360" 9 54 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1570" 1570 "Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak" "PlayStation3" 9 53 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0
"1571" 1571 "UFC Undisputed 3" "Xbox360" 9 51 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1572" 1572 "South Park: The Stick of Truth" "PlayStation3" 9 60 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1573" 1573 "The Wolf Among Us: Episode 5 - Cry Wolf" "Xbox360" 9 58 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1574" 1574 "Rogue Legacy" "PlayStation4" 9 52 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1575" 1575 "Brothers: A Tale of Two Sons" "PlayStation3" 9 61 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1576" 1576 "Football Manager 2014" "PC" 9 31 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1577" 1577 "System Shock: Enhanced Edition" "PC" 9 60 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1578" 1578 "Metal Gear Solid: The Twin Snakes" "GameCube" 9 64 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"1579" 1579 "EverQuest: Gates of Discord" "PC" 9 43 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1580" 1580 "The Lord of the Rings: The Return of the King" "PlayStation2" 9 61 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1581" 1581 "The Sims" "GameCube" 9 51 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1582" 1582 "NASCAR Thunder 2003" "GameCube" 9 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1583" 1583 "FIFA 2001 Major League Soccer" "PC" 9 48 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1584" 1584 "Fight Night 2004" "Xbox" 9 60 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1585" 1585 "Wipeout: Omega Collection" "PlayStation4" 9 62 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1586" 1586 "Mortal Kombat XL" "PlayStation4" 9 53 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1587" 1587 "Lego Star Wars II: The Original Trilogy" "Xbox" 9 60 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1588" 1588 "Sid Meier's Civilization V: Brave New World" "PC" 9 61 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
"1589" 1589 "The Warriors" "Xbox" 9 57 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1590" 1590 "Red Faction: Guerrilla" "Xbox360" 9 55 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1591" 1591 "Geometry Wars 3: Dimensions" "PlayStation4" 9 50 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1592" 1592 "Ratchet & Clank" "PlayStation4" 9 61 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1593" 1593 "MLB The Show 16" "PlayStation4" 9 47 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1594" 1594 "Final Fantasy IV" "DS" 9 52 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1595" 1595 "Marvel vs. Capcom 2" "PlayStation3" 9 51 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1596" 1596 "Darkest Dungeon" "Switch" 9 58 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1597" 1597 "Mutant Mudds Collection" "Switch" 9 53 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0
"1598" 1598 "NeuroVoider" "Switch" 9 55 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1599" 1599 "Mortal Kombat" "PlayStationVita" 9 54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1600" 1600 "The Last Door: Season 2" "PC" 9 46 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1601" 1601 "F.E.A.R." "Xbox360" 9 49 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1602" 1602 "Brothers in Arms: Earned in Blood" "Xbox" 9 61 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1603" 1603 "Far Cry 4" "PlayStation4" 9 52 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1604" 1604 "Tetris" "PSP" 9 62 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1605" 1605 "Final Fantasy XI" "PC" 9 51 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1606" 1606 "Trine 2" "Xbox360" 9 48 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1607" 1607 "Need for Speed Underground" "PlayStation2" 9 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1608" 1608 "Serious Sam: The Second Encounter" "PC" 9 61 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1609" 1609 "The Sims: Hot Date" "PC" 9 53 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1610" 1610 "American McGee's Alice" "PC" 9 56 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1611" 1611 "Turok: Dinosaur Hunter" "Nintendo64" 9 57 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1612" 1612 "Castlevania: Order of Ecclesia" "DS" 9 60 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1613" 1613 "Batman: Arkham City - Armored Edition" "WiiU" 9 59 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"1614" 1614 "Borderlands: The Secret Armory of General Knoxx" "PlayStation3" 9 46 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1615" 1615 "Chime Sharp" "PC" 9 23 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1616" 1616 "Shantae and the Pirate's Curse" "WiiU" 9 62 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1617" 1617 "Trials Evolution: Gold Edition" "PC" 9 43 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1618" 1618 "Prince of Persia" "PlayStation3" 9 49 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1619" 1619 "Moss" "PlayStation4" 9 61 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1620" 1620 "Bionic Commando Rearmed" "Xbox360" 9 58 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1621" 1621 "Sid Meier's Civilization Revolution" "PlayStation3" 9 51 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
"1622" 1622 "ESPN NBA 2K5" "Xbox" 9 62 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1623" 1623 "Warhammer 40,000: Dawn of War - Winter Assault" "PC" 9 58 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"1624" 1624 "Silent Hill 3" "PlayStation2" 9 64 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1625" 1625 "Terraria" "PlayStationVita" 9 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0
"1626" 1626 "Tomb Raider: Definitive Edition" "PlayStation4" 9 56 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"1627" 1627 "Starcraft Remastered" "PC" 9 51 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"1628" 1628 "DmC: Devil May Cry" "PlayStation3" 9 29 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1629" 1629 "NBA 2K18" "XboxOne" 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1630" 1630 "Shadow Tactics: Blades of the Shogun" "PlayStation4" 9 56 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"1631" 1631 "Planescape: Torment - Enhanced Edition" "PC" 9 42 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1632" 1632 "Super Meat Boy" "PlayStation4" 9 44 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1633" 1633 "Pyre" "PlayStation4" 9 55 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1634" 1634 "Tony Hawk's Underground 2" "PC" 9 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1635" 1635 "FIFA 17" "PlayStation4" 9 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"1636" 1636 "Trine 2" "PlayStation3" 9 47 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1637" 1637 "inFamous" "PlayStation3" 9 58 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
"1638" 1638 "Papers, Please" "PC" 9 60 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1639" 1639 "DOOM" "PC" 9 59 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1640" 1640 "DiRT 4" "PlayStation4" 9 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1641" 1641 "Space Invaders Extreme" "DS" 9 53 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1642" 1642 "Tiger Woods PGA Tour 12: The Masters" "Wii" 9 46 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1643" 1643 "Radiant Historia: Perfect Chronology" "3DS" 9 59 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1644" 1644 "Star Wars: The Old Republic" "PC" 9 34 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1645" 1645 "Skate" "PlayStation3" 9 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1646" 1646 "Mario + Rabbids: Kingdom Battle" "Switch" 9 60 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1647" 1647 "Far Cry 2" "Xbox360" 9 42 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1648" 1648 "Flat Heroes" "Switch" 9 54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"1649" 1649 "Gone Home: Console Edition" "PlayStation4" 9 20 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1650" 1650 "Ratchet & Clank: Size Matters" "PSP" 9 57 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
"1651" 1651 "FIFA 07 Soccer" "Xbox" 9 62 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1652" 1652 "Fight Night 2004" "PlayStation2" 9 62 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1653" 1653 "Anarchy Online: Shadowlands" "PC" 9 60 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1654" 1654 "Dark Age of Camelot: Shrouded Isles" "PC" 9 58 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1655" 1655 "NASCAR: Dirt to Daytona" "GameCube" 9 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1656" 1656 "Dave Mirra Freestyle BMX 2" "GameBoyAdvance" 9 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1657" 1657 "NFL Blitz 2000" "Nintendo64" 9 57 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1658" 1658 "Obsidian" "PC" 9 58 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1659" 1659 "Battlefield: Bad Company" "PlayStation3" 8 56 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1660" 1660 "Mario Golf: Advance Tour" "GameBoyAdvance" 8 62 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"1661" 1661 "Call of Duty: World at War" "Xbox360" 8 51 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1662" 1662 "Two Point Hospital" "PC" 9 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1663" 1663 "The Walking Dead: Episode 2 - Starved for Help" "PC" 8 61 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1664" 1664 "Saints Row: The Third" "PC" 8 56 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
"1665" 1665 "Bomberman Live" "Xbox360" 8 55 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1666" 1666 "Ni no Kuni II: Revenant Kingdom" "PlayStation4" 8 56 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1667" 1667 "Project CARS 2" "XboxOne" 8 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"1668" 1668 "Statik" "PlayStation4" 8 54 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
