"gid" "Title" "Platform" "Metascore" "Avg_Userscore" "Single_player" "Action" "General" "First-Person" "Shooter" "Traditional" "Role-Playing" "Adventure" "Arcade" "Sci-Fi" "Fantasy" "Open-World" "Strategy" "Miscellaneous" "Historic" "2D" "Tactical" "Third-Person" "Real-Time" "Sports" "Racing" "Platformer" "Modern" "Action Adventure" "Team"
"2806" 2806 "Burnout Paradise Remastered" "PlayStation4" 6 41 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"2807" 2807 "RIVE: Ultimate Edition" "Switch" 6 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2808" 2808 "Bulletstorm: Full Clip Edition" "XboxOne" 6 46 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2809" 2809 "Need for Speed: Most Wanted" "PC" 6 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"2810" 2810 "Saints Row 2" "PlayStation3" 6 55 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
"2811" 2811 "Severed" "PlayStationVita" 6 53 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2812" 2812 "Star Wars: Battlefront" "PlayStation2" 6 62 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"2813" 2813 "OlliOlli2: Welcome to Olliwood" "PC" 6 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2814" 2814 "WildStar" "PC" 6 50 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2815" 2815 "Broken Age: Act 1" "PC" 6 53 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"2816" 2816 "Divinity II: The Dragon Knight Saga" "PC" 6 58 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2817" 2817 "Starship Defense" "DS" 6 48 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"2818" 2818 "Out of the Park Baseball 9" "PC" 6 49 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2819" 2819 "Tekken 5: Dark Resurrection" "PlayStation3" 6 53 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2820" 2820 "The Simpsons: Hit & Run" "PC" 6 57 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"2821" 2821 "DDRMAX2 Dance Dance Revolution" "PlayStation2" 6 57 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2822" 2822 "NHL Hitz 20-03" "PlayStation2" 6 59 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2823" 2823 "America's Army" "PC" 6 35 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"2824" 2824 "Star Trek Bridge Commander" "PC" 6 56 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2825" 2825 "Seaman" "Dreamcast" 6 59 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"2826" 2826 "The Last Express" "PC" 6 63 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2827" 2827 "Blur" "PlayStation3" 5 57 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"2828" 2828 "Resistance: Retribution" "PSP" 5 56 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"2829" 2829 "Hustle Kings" "PlayStation3" 5 56 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
"2830" 2830 "Hot Shots Golf: Out of Bounds" "PlayStation3" 5 61 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2831" 2831 "Siesta Fiesta" "3DS" 5 49 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2832" 2832 "Quake 4" "PC" 5 51 0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2833" 2833 "Closure" "PlayStation3" 5 45 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2834" 2834 "Kingdom Hearts HD 2.5 ReMIX" "PlayStation3" 5 62 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2835" 2835 "Tom Clancy's Splinter Cell Chaos Theory" "GameCube" 5 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"2836" 2836 "Dragon Quest Builders" "Switch" 5 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2837" 2837 "Mega Man 10" "Wii" 5 57 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2838" 2838 "Starbound" "PC" 5 47 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2839" 2839 "KORG DS-10 PLUS" "DS" 5 35 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2840" 2840 "Condemned: Criminal Origins" "Xbox360" 5 57 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2841" 2841 "Tony Hawk's Project 8" "Xbox360" 5 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2842" 2842 "Saints Row IV" "Xbox360" 5 41 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
"2843" 2843 "Injustice: Gods Among Us" "Xbox360" 5 54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"2844" 2844 "Nidhogg" "PC" 5 42 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2845" 2845 "The Elder Scrolls V: Skyrim Special Edition" "PlayStation4" 5 44 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2846" 2846 "Battlefield 4" "PC" 5 36 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2847" 2847 "NBA 2K8" "Xbox360" 5 45 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"2848" 2848 "Torment: Tides of Numenera" "PC" 5 45 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2849" 2849 "Kalimba" "XboxOne" 5 48 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2850" 2850 "Tiger Woods PGA Tour 07" "Xbox" 5 43 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2851" 2851 "Metrico+" "PlayStation4" 5 38 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2852" 2852 "NHL 14" "Xbox360" 5 35 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"2853" 2853 "Tekken 7" "XboxOne" 5 37 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2854" 2854 "NBA 2K8" "PlayStation3" 5 43 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"2855" 2855 "To the Moon" "PC" 5 65 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2856" 2856 "Madden NFL 15" "PlayStation4" 5 36 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"2857" 2857 "Slime-san: Superslime Edition" "PlayStation4" 5 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2858" 2858 "Quadrilateral Cowboy" "PC" 5 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2859" 2859 "Kingdoms of Amalur: Reckoning - The Legend of Dead Kel" "Xbox360" 5 53 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2860" 2860 "The Sims 3: World Adventures" "PC" 5 54 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2861" 2861 "Painkiller" "PC" 5 56 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2862" 2862 "Disgaea 5 Complete" "Switch" 5 61 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"2863" 2863 "WarioWare: Touched!" "DS" 5 56 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2864" 2864 "Plants vs Zombies: Garden Warfare 2" "PlayStation4" 5 51 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
"2865" 2865 "NHL 2K6" "PlayStation2" 5 33 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2866" 2866 "Torchlight" "Xbox360" 5 52 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2867" 2867 "Warhammer: Vermintide 2" "XboxOne" 5 38 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2868" 2868 "Danganronpa V3: Killing Harmony" "PlayStation4" 5 55 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2869" 2869 "Bomberman Ultra" "PlayStation3" 5 52 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2870" 2870 "Growlanser Generations" "PlayStation2" 5 52 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2871" 2871 "Airborne Assault: Highway to the Reich" "PC" 5 36 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"2872" 2872 "NCAA March Madness 2004" "Xbox" 5 70 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2873" 2873 "Nancy Drew: Danger on Deception Island" "PC" 5 51 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2874" 2874 "Doom" "GameBoyAdvance" 5 59 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2875" 2875 "NASCAR Heat 2002" "PlayStation2" 5 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"2876" 2876 "Shadowrun: Hong Kong" "PC" 5 53 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2877" 2877 "Fieldrunners" "PSP" 5 46 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"2878" 2878 "Kirby: Planet Robobot" "3DS" 5 60 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2879" 2879 "War Thunder" "PC" 5 40 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2880" 2880 "Race Driver 2006" "PSP" 5 60 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"2881" 2881 "Renegade Ops" "Xbox360" 5 56 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2882" 2882 "Where is My Heart?" "PSP" 5 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2883" 2883 "Saints Row" "Xbox360" 5 50 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
"2884" 2884 "Hitman - Episode 6: Hokkaido" "PlayStation4" 5 42 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2885" 2885 "Art Academy: Lessons for Everyone" "3DS" 5 51 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2886" 2886 "Lumines II" "PSP" 5 51 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2887" 2887 "Splatoon" "WiiU" 5 62 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"2888" 2888 "Supreme Commander: Forged Alliance" "PC" 5 64 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
"2889" 2889 "Drill Dozer" "GameBoyAdvance" 5 60 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2890" 2890 "Super One More Jump" "Switch" 5 49 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2891" 2891 "Oxenfree" "Switch" 5 50 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2892" 2892 "Sunless Sea" "PC" 5 51 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2893" 2893 "The Walking Dead: Season Two Episode 3 - In Harm's Way" "PC" 5 58 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2894" 2894 "Duke Nukem Advance" "GameBoyAdvance" 5 60 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2895" 2895 "Marvel Heroes 2015" "PC" 5 57 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2896" 2896 "Football Manager 2016" "PC" 5 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"2897" 2897 "Tearaway Unfolded" "PlayStation4" 5 55 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2898" 2898 "Trackmania Turbo" "PlayStation4" 5 51 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"2899" 2899 "Ratchet: Deadlocked" "PlayStation2" 5 63 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"2900" 2900 "Phantom Brave" "PlayStation2" 5 54 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"2901" 2901 "LEGO Star Wars II: The Original Trilogy" "Xbox360" 5 55 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2902" 2902 "VVVVVV" "PC" 5 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2903" 2903 "Monster Hunter Freedom Unite" "PSP" 5 60 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2904" 2904 "Hellblade: Senua's Sacrifice" "PlayStation4" 5 58 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2905" 2905 "The Sims 4: Seasons" "PC" 5 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2906" 2906 "Teslagrad" "Switch" 5 49 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2907" 2907 "Call of Duty: Black Ops III" "XboxOne" 5 20 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2908" 2908 "Darksiders II" "PC" 5 54 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0
"2909" 2909 "Z.H.P. Unlosing Ranger vs Darkdeath Evilman" "PSP" 5 52 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2910" 2910 "NBA 2K7" "PlayStation2" 5 59 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2911" 2911 "Saints Row 2" "Xbox360" 5 56 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0
"2912" 2912 "Tom Clancy's Rainbow Six Vegas 2" "PlayStation3" 5 54 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"2913" 2913 "Overcooked! 2" "PlayStation4" 5 45 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2914" 2914 "Resident Evil 5: Lost in Nightmares" "PlayStation3" 5 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2915" 2915 "Mario & Luigi: Superstar Saga + Bowser's Minions" "3DS" 5 60 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2916" 2916 "Wolfenstein: The New Order" "PC" 5 57 0 1 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"2917" 2917 "Fallout: New Vegas - Old World Blues" "PlayStation3" 5 49 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2918" 2918 "Super Mega Baseball 2" "XboxOne" 5 48 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"2919" 2919 "Mega Man Anniversary Collection" "PlayStation2" 5 61 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2920" 2920 "The Sims Bustin' Out" "PlayStation2" 5 58 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2921" 2921 "Mortal Kombat: Deadly Alliance" "Xbox" 5 57 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2922" 2922 "Medal of Honor Frontline" "Xbox" 5 47 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"2923" 2923 "NHL Hitz 20-03" "Xbox" 5 60 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2924" 2924 "Star Wars: Jedi Starfighter" "PlayStation2" 5 55 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2925" 2925 "FIFA Soccer 2002" "GameCube" 5 55 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2926" 2926 "TimeSplitters" "PlayStation2" 5 55 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2927" 2927 "Downwell" "PC" 5 40 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2928" 2928 "From Dust" "PlayStation3" 5 45 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"2929" 2929 "Phoenix Wright: Ace Attorney - Dual Destinies" "3DS" 5 58 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2930" 2930 "Lone Survivor" "PC" 5 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2931" 2931 "NCAA Football 08" "Xbox360" 5 53 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"2932" 2932 "Deus Ex: Mankind Divided - A Criminal Past" "PlayStation4" 5 41 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2933" 2933 "Call of Duty: Advanced Warfare" "XboxOne" 5 30 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2934" 2934 "Capcom Classics Collection" "Xbox" 5 70 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2935" 2935 "Rising Storm 2: Vietnam" "PC" 5 54 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"2936" 2936 "Alien: Isolation" "PC" 5 60 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2937" 2937 "Phantom Dust" "Xbox" 5 52 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"2938" 2938 "The Witcher" "PC" 5 63 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2939" 2939 "Phoenix Wright: Ace Attorney Trilogy" "3DS" 5 60 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2940" 2940 "Kentucky Route Zero - Act I" "PC" 5 50 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2941" 2941 "Call of Duty: Black Ops II" "WiiU" 5 44 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
"2942" 2942 "Lone Survivor: The Director's Cut" "PlayStationVita" 5 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2943" 2943 "Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective" "Wii" 5 61 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2944" 2944 "Dishonored: The Brigmore Witches" "Xbox360" 5 51 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"2945" 2945 "Life is Strange: Episode 3 - Chaos Theory" "PlayStation4" 5 57 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2946" 2946 "Virtua Fighter 5 Final Showdown" "Xbox360" 5 55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2947" 2947 "Life is Strange: Before the Storm - Episode 3: Hell is Empty" "XboxOne" 5 58 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2948" 2948 "Mega Man Zero 2" "GameBoyAdvance" 5 62 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2949" 2949 "Major League Baseball 2K5" "Xbox" 5 57 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2950" 2950 "FAST Racing NEO" "WiiU" 5 61 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"2951" 2951 "Gunslugs" "PlayStationVita" 5 47 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2952" 2952 "Jade Empire: Special Edition" "PC" 5 57 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2953" 2953 "Sensible World of Soccer" "Xbox360" 5 49 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"2954" 2954 "Fortnite" "PC" 5 10 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
"2955" 2955 "Mighty Milky Way" "DS" 5 46 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2956" 2956 "Shift 2: Unleashed" "PlayStation3" 5 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"2957" 2957 "NFL Street" "GameCube" 5 57 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2958" 2958 "Time Crisis 3" "PlayStation2" 5 56 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2959" 2959 "Pro Race Driver" "PlayStation2" 5 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"2960" 2960 "Time Crisis II" "PlayStation2" 5 54 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2961" 2961 "SWAT 3: Elite Edition" "PC" 5 59 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"2962" 2962 "Asheron's Call" "PC" 5 60 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2963" 2963 "Brave Fencer Musashi" "PlayStation" 5 57 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2964" 2964 "Trauma Center: Under the Knife" "DS" 5 59 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2965" 2965 "Sakura Wars: So Long, My Love" "PlayStation2" 5 48 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"2966" 2966 "Mario Golf: Toadstool Tour" "GameCube" 5 56 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"2967" 2967 "Cities: Skylines - PlayStation 4 Edition" "PlayStation4" 5 52 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"2968" 2968 "Unravel" "PC" 5 53 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"2969" 2969 "Midnight Club II" "PC" 5 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"2970" 2970 "Chessmaster 10th Edition" "PC" 5 50 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"2971" 2971 "Hitman: Blood Money" "Xbox" 5 64 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
"2972" 2972 "VOEZ" "Switch" 5 54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
